"c1" "c2" "c3" "c4" "t1" "t2" "t3" "t4"
"8212" 1 2 2 1 2 1 2 3
"8213" 0 0 0 0 0 0 0 0
"8214" 2 2 1 2 1 2 1 7
"8215" 15 20 12 7 18 35 11 23
"8216" 37 33 17 40 37 29 47 30
"8217" 5 1 1 4 5 1 6 11
"8218" 6 7 8 13 7 5 6 10
"8219" 0 0 0 0 0 0 0 0
"8220" 8 6 6 8 6 9 9 13
"8221" 1 5 2 2 3 9 6 4
"8222" 9 16 7 13 16 18 20 17
"8223" 5 2 5 5 5 6 6 5
"8224" 1 7 1 6 2 7 7 6
"8225" 33 17 25 22 23 37 52 45
"8226" 0 0 0 0 0 0 0 0
"8227" 0 0 0 0 0 0 0 0
"8228" 0 0 0 0 0 0 0 0
"8229" 0 0 0 0 0 0 0 0
"8230" 4 9 7 11 7 7 6 7
"8231" 5 9 7 21 12 21 15 18
"8232" 5 5 2 2 6 3 2 2
"8233" 6 18 8 22 18 15 8 12
"8234" 4 3 1 2 4 4 2 2
"8235" 0 0 0 0 0 0 0 0
"8236" 14 24 14 30 32 38 27 23
"8237" 3 4 1 3 2 3 4 3
"8238" 1 0 1 1 2 1 1 2
"8239" 3 3 6 14 9 10 6 11
"8240" 0 0 0 0 0 0 0 0
"8241" 12 30 20 22 22 34 19 46
"8242" 12 14 17 34 29 24 15 31
"8243" 0 0 0 0 0 0 0 0
"8244" 0 0 0 0 0 0 0 0
"8245" 26 26 28 12 28 21 31 27
"8246" 6 4 3 5 5 4 3 5
"8247" 36 30 27 19 34 48 32 43
"8248" 10 9 8 15 14 15 15 11
"8249" 5 3 2 4 5 9 5 6
"8250" 24 25 24 28 22 19 23 15
"8251" 10 21 10 4 5 5 6 3
"8252" 2 3 3 9 4 8 7 8
"8253" 6 15 18 13 8 20 25 18
"8254" 6 9 11 12 12 13 15 15
"8255" 34 25 36 47 37 53 88 75
"8256" 16 32 19 36 38 27 17 44
"8257" 4 3 4 2 7 5 1 5
"8258" 16 11 12 28 11 37 12 7
"8259" 7 9 8 18 9 11 11 10
"8260" 0 0 0 0 0 0 0 0
"8261" 0 0 0 0 0 0 0 0
"8262" 17 23 9 26 30 15 18 30
"8263" 8 8 6 9 5 2 9 12
"8264" 0 0 0 0 0 0 0 0
"8265" 0 0 0 0 0 0 0 0
"8266" 0 0 0 0 0 0 0 0
"8267" 16 20 7 8 14 25 8 14
"8268" 4 4 4 3 11 12 10 9
"8269" 5 11 3 9 14 12 7 12
"8270" 11 13 8 5 13 6 6 11
"8271" 18 13 17 8 24 25 11 21
"8272" 0 0 0 0 0 0 0 0
"8273" 5 5 3 6 7 10 6 10
"8274" 1 8 7 5 4 7 5 6
"8275" 0 1 0 2 2 2 1 2
"8276" 0 0 0 0 0 0 0 0
"8277" 0 0 3 5 4 4 2 6
"8278" 0 0 0 0 0 0 0 0
"8279" 33 44 20 32 27 39 29 55
"8280" 1 4 3 2 2 4 1 2
"8281" 0 0 0 0 0 0 0 0
"8282" 25 15 10 14 27 21 10 21
"8283" 10 17 18 12 40 19 25 22
"8284" 2 1 2 3 3 7 5 3
"8285" 19 35 21 28 26 40 51 30
"8286" 3 5 3 2 5 2 4 6
"8287" 0 2 7 5 7 3 8 6
"8288" 6 10 2 8 13 15 14 13
"8289" 20 28 15 27 13 21 12 21
"8290" 15 13 13 17 21 19 11 18
"8291" 8 12 10 8 9 7 5 10
"8292" 7 10 1 8 4 8 9 10
"8293" 4 4 4 2 6 3 3 4
"8294" 10 21 27 20 14 33 16 9
"8295" 0 0 0 0 0 0 0 0
"8296" 13 7 14 13 19 8 9 18
"8297" 7 7 3 11 6 5 1 11
"8298" 3 9 7 5 23 13 19 14
"8299" 8 6 5 11 4 12 15 10
"8300" 25 34 39 47 39 46 64 34
"8301" 0 0 0 0 0 0 0 0
"8302" 3 3 3 4 5 3 1 4
"8303" 4 8 3 8 3 11 6 5
"8304" 14 8 6 19 15 14 13 11
"8305" 39 32 51 65 85 81 95 104
"8306" 26 19 25 16 25 38 20 32
"8307" 9 26 14 18 21 38 31 15
"8308" 4 2 3 4 9 1 5 2
"8309" 14 6 9 9 9 13 15 14
"8310" 5 10 8 10 5 10 10 15
"8311" 53 72 35 72 57 90 54 75
"8312" 38 42 34 34 45 38 28 34
"8313" 0 0 0 0 0 0 0 0
"8314" 26 22 22 26 63 42 26 48
"8315" 2 2 1 2 3 0 2 2
"8316" 0 0 0 0 0 0 0 0
"8317" 11 4 7 9 21 19 4 13
"8318" 5 7 0 4 1 4 5 1
"8319" 15 33 16 28 44 49 32 43
"8320" 12 24 13 22 32 43 24 30
"8321" 6 3 7 7 4 11 8 6
"8322" 14 15 17 16 23 13 20 16
"8323" 7 7 4 6 3 9 4 8
"8324" 25 50 34 31 48 58 35 63
"8325" 1 3 3 2 1 4 4 5
"8326" 25 41 21 38 42 27 40 41
"8327" 6 11 8 13 15 16 20 13
"8328" 21 15 11 15 16 13 14 6
"8329" 4 3 3 6 6 1 5 4
"8330" 0 0 0 0 0 0 0 0
"8331" 2 6 4 4 7 2 3 4
"8332" 6 4 3 3 7 6 3 2
"8333" 4 2 7 9 4 6 9 5
"8334" 4 3 3 1 1 5 4 6
"8335" 1 9 12 6 5 4 8 15
"8336" 5 8 6 7 8 10 8 9
"8337" 34 41 27 64 72 77 72 107
"8338" 82 62 33 78 66 88 55 61
"8339" 15 23 10 12 15 34 20 22
"8340" 12 6 6 12 11 19 9 13
"8341" 6 17 8 7 4 7 10 14
"8342" 2 3 1 2 1 1 4 4
"8343" 0 0 0 0 0 0 0 0
"8344" 29 17 15 13 1 11 4 4
"8345" 0 0 0 0 0 0 0 0
"8346" 19 19 10 16 42 44 35 35
"8347" 7 10 23 15 93 75 80 109
"8348" 7 13 9 12 21 17 17 15
"8349" 0 3 0 4 3 2 1 1
"8350" 33 16 22 19 23 26 18 26
"8351" 2 2 2 3 3 6 4 3
"8352" 0 0 0 0 0 0 0 0
"8353" 14 20 19 26 42 26 14 28
"8354" 0 0 0 0 0 0 0 0
"8355" 5 2 2 6 3 7 4 1
"8356" 6 23 15 22 36 17 31 36
"8357" 12 23 10 19 27 15 11 24
"8358" 0 0 0 0 0 0 0 0
"8359" 13 14 13 18 21 13 22 22
"8360" 3 3 4 7 8 4 15 3
"8361" 5 11 13 11 10 12 13 7
"8362" 8 13 6 14 17 10 14 13
"8363" 0 0 0 0 0 0 0 0
"8364" 9 12 4 11 12 16 9 11
"8365" 4 8 12 5 3 6 4 8
"8366" 6 5 3 3 2 3 5 3
"8367" 2 3 4 5 3 4 3 5
"8368" 30 30 30 58 63 46 43 39
"8369" 12 20 10 10 27 10 12 24
"8370" 0 0 0 0 0 0 0 0
"8371" 12 10 14 25 13 14 14 19
"8372" 21 28 26 27 33 41 22 23
"8373" 57 75 52 67 61 83 79 87
"8374" 16 16 5 21 10 31 32 17
"8375" 24 36 21 30 24 40 27 33
"8376" 5 5 2 2 3 3 7 7
"8377" 3 3 3 4 15 12 9 24
"8378" 8 12 8 5 10 19 22 10
"8379" 30 32 35 33 33 40 54 30
"8380" 0 0 0 0 0 0 0 0
"8381" 7 3 7 5 6 2 7 1
"8382" 3 2 0 0 1 0 0 3
"8383" 3 8 2 15 9 15 4 12
"8384" 14 12 18 18 20 14 10 22
"8385" 1 1 1 1 4 2 4 2
"8386" 4 11 12 9 7 13 4 14
"8387" 0 0 0 0 0 0 0 0
"8388" 18 26 18 16 34 31 22 17
"8389" 1 7 6 4 6 4 5 4
"8390" 18 13 23 19 20 31 25 36
"8391" 18 10 20 13 20 16 8 16
"8392" 19 22 17 8 14 26 21 26
"8393" 1 5 2 4 5 6 2 5
"8394" 0 0 0 0 0 0 0 0
"8395" 26 33 23 48 36 56 41 41
"8396" 0 0 0 0 0 0 0 0
"8397" 0 0 0 0 0 0 0 0
"8398" 2 1 3 0 4 1 1 0
"8399" 0 0 0 0 0 0 0 0
"8400" 6 10 11 8 4 10 7 7
"8401" 3 5 0 3 1 6 3 5
"8402" 4 2 0 3 4 3 6 4
"8403" 70 49 67 80 102 70 70 108
"8404" 8 10 6 14 15 8 14 10
"8405" 2 2 1 0 1 0 0 1
"8406" 31 44 27 54 60 59 49 51
"8407" 0 0 0 0 0 0 0 0
"8408" 10 16 10 8 12 17 25 19
"8409" 20 6 13 10 4 10 17 16
"8410" 19 24 19 29 27 22 44 20
"8411" 23 38 38 55 39 57 26 45
"8412" 15 24 37 36 47 53 32 36
"8413" 0 0 0 1 1 0 1 0
"8414" 0 0 0 0 0 0 0 0
"8415" 37 35 31 51 59 37 28 43
"8416" 0 0 0 0 0 0 0 0
"8417" 28 42 13 32 32 20 33 28
"8418" 1 0 1 1 0 0 0 0
"8419" 0 0 0 0 0 0 0 0
"8420" 6 16 17 25 15 26 23 19
"8421" 2 1 4 1 4 3 5 3
"8422" 0 0 0 0 0 0 0 0
"8423" 0 0 0 0 0 0 0 0
"8424" 0 0 0 0 0 0 0 0
"8425" 9 12 6 17 15 31 21 18
"8426" 21 34 23 38 35 35 27 37
"8427" 5 3 4 5 5 13 4 8
"8428" 9 4 6 3 7 6 6 6
"8429" 4 5 7 6 4 5 9 1
"8430" 3 2 3 2 2 6 5 5
"8431" 0 0 0 0 0 0 0 0
"8432" 11 16 15 24 21 10 14 14
"8433" 7 5 6 9 10 6 3 6
"8434" 0 0 0 0 0 0 0 0
"8435" 0 0 0 0 0 0 0 0
"8436" 27 21 33 26 42 33 27 48
"8437" 3 4 6 5 3 4 8 5
"8438" 24 11 18 21 20 29 10 21
"8439" 6 11 11 8 10 6 15 12
"8440" 8 7 4 7 7 10 3 10
"8441" 0 0 0 0 0 0 0 0
"8442" 18 15 13 15 41 13 18 20
"8443" 2 7 4 7 2 7 9 5
"8444" 61 55 49 70 50 81 85 112
"8445" 5 7 9 10 9 16 10 14
"8446" 58 87 76 108 78 90 129 77
"8447" 30 55 11 30 43 31 38 31
"8448" 9 21 6 23 15 30 24 31
"8449" 37 58 34 48 33 41 52 54
"8450" 30 38 32 18 42 31 38 35
"8451" 1 1 1 2 2 4 4 2
"8452" 15 25 22 29 81 72 90 68
"8453" 0 0 0 0 0 0 0 0
"8454" 4 3 7 4 9 9 7 13
"8455" 93 99 85 109 120 99 82 137
"8456" 0 0 0 0 0 0 0 0
"8457" 9 25 8 26 21 20 24 23
"8458" 30 36 33 31 66 60 48 73
"8459" 3 2 2 9 6 5 11 10
"8460" 60 75 105 80 90 114 86 135
"8461" 28 22 21 25 31 37 51 19
"8462" 45 45 54 35 91 82 50 95
"8463" 27 36 27 37 53 31 40 57
"8464" 0 0 0 0 0 0 0 0
"8465" 22 17 22 33 39 53 40 19
"8466" 1 5 1 2 3 3 2 5
"8467" 0 0 0 0 0 0 0 0
"8468" 2 5 4 7 3 5 5 6
"8469" 9 9 8 11 10 17 11 19
"8470" 9 4 4 9 20 7 16 11
"8471" 2 1 0 1 2 0 1 1
"8472" 5 6 6 10 8 7 5 8
"8473" 13 15 10 11 22 19 20 17
"8474" 18 17 23 17 24 31 25 38
"8475" 31 37 30 16 32 35 29 29
"8476" 11 11 12 16 18 23 10 15
"8477" 9 9 16 15 10 17 15 20
"8478" 4 8 2 9 4 5 4 4
"8479" 2 6 6 3 5 4 10 10
"8480" 0 0 0 0 0 0 0 0
"8481" 18 35 30 21 37 44 28 40
"8482" 0 0 0 0 0 0 0 0
"8483" 14 23 12 23 93 135 67 99
"8484" 1 4 0 2 1 3 5 3
"8485" 9 8 6 2 12 6 18 20
"8486" 0 0 0 0 0 0 0 0
"8487" 0 0 0 0 0 0 0 0
"8488" 0 0 0 0 0 0 0 0
"8489" 83 89 67 62 86 113 98 70
"8490" 14 20 16 14 23 43 18 14
"8491" 0 0 0 0 0 0 0 0
"8492" 32 34 32 37 36 52 48 48
"8493" 2 2 1 0 0 1 2 3
"8494" 3 10 12 3 4 4 8 12
"8495" 0 0 0 0 0 0 0 0
"8496" 2 8 3 2 6 3 6 5
"8497" 28 40 43 89 48 54 73 57
"8498" 0 0 0 0 0 0 0 0
"8499" 13 12 15 16 13 12 26 14
"8500" 0 0 0 0 0 0 0 0
"8501" 147 127 108 123 175 94 99 175
"8502" 14 20 11 11 15 20 11 20
"8503" 3 3 4 9 5 6 4 5
"8504" 12 13 8 12 9 13 10 17
"8505" 2 2 0 2 1 7 2 1
"8506" 0 0 0 0 0 0 0 0
"8507" 8 10 5 9 6 5 6 6
"8508" 0 0 0 0 0 0 0 0
"8509" 8 6 3 8 5 6 12 11
"8510" 37 33 45 52 21 12 10 15
"8511" 0 0 0 0 0 0 0 0
"8512" 79 103 91 137 197 155 189 206
"8513" 1 3 4 2 6 0 2 2
"8514" 0 0 0 0 0 0 0 0
"8515" 4 2 1 1 9 15 11 10
"8516" 5 5 4 2 8 5 9 6
"8517" 9 9 10 1 5 3 5 1
"8518" 0 1 1 2 2 0 2 1
"8519" 40 55 30 63 53 45 50 87
"8520" 35 30 22 47 51 40 45 41
"8521" 0 0 0 0 0 0 0 0
"8522" 4 12 8 21 18 25 14 11
"8523" 1 5 5 4 7 2 6 7
"8524" 5 5 1 6 5 7 3 7
"8525" 0 2 0 2 0 1 2 1
"8526" 0 0 0 0 0 0 0 0
"8527" 35 44 21 27 48 82 48 64
"8528" 0 0 0 0 0 0 0 0
"8529" 0 0 0 0 0 0 0 0
"8530" 8 9 9 13 12 12 19 21
"8531" 0 3 2 4 0 1 1 3
"8532" 8 12 4 12 13 11 14 11
"8533" 6 4 1 11 3 5 5 7
"8534" 0 0 0 0 0 0 0 0
"8535" 6 5 3 12 21 18 26 18
"8536" 18 18 19 25 28 28 17 22
"8537" 20 77 42 47 57 68 93 63
"8538" 1 4 5 1 3 8 9 10
"8539" 7 6 5 8 9 7 11 8
"8540" 0 0 0 0 0 0 0 0
"8541" 48 43 34 46 59 58 44 72
"8542" 7 5 2 0 3 4 2 3
"8543" 79 154 94 170 187 142 252 170
"8544" 21 16 18 16 28 27 14 17
"8545" 0 0 1 1 3 5 4 1
"8546" 23 17 25 7 16 18 31 23
"8547" 4 7 2 3 7 7 5 4
"8548" 10 20 15 13 22 19 26 14
"8549" 0 0 0 0 0 0 0 0
"8550" 0 0 0 0 0 0 0 0
"8551" 15 13 8 22 31 20 18 20
"8552" 2 1 1 8 5 4 4 2
"8553" 30 42 50 36 44 31 35 38
"8554" 8 9 6 16 15 14 29 10
"8555" 68 76 55 62 39 71 32 36
"8556" 17 14 10 22 36 25 19 12
"8557" 0 0 0 0 0 0 0 0
"8558" 3 6 5 9 9 5 16 3
"8559" 0 0 0 0 0 0 0 0
"8560" 0 0 0 0 0 0 0 0
"8561" 13 19 15 32 26 27 9 24
"8562" 29 27 20 28 36 41 33 28
"8563" 10 6 6 7 7 14 11 9
"8564" 0 0 0 0 0 0 0 0
"8565" 1 0 0 0 0 0 1 1
"8566" 8 4 8 5 13 8 3 8
"8567" 21 32 14 27 35 25 24 11
"8568" 0 0 0 0 0 0 0 0
"8569" 23 15 19 27 23 23 21 12
"8570" 44 45 28 31 50 58 49 42
"8571" 5 10 7 9 20 31 32 20
"8572" 0 0 0 0 0 0 0 0
"8573" 3 4 9 4 13 11 11 14
"8574" 82 83 64 72 90 89 80 65
"8575" 9 11 10 20 15 15 22 12
"8576" 11 11 3 13 11 8 7 11
"8577" 2 9 5 6 4 6 11 0
"8578" 23 14 13 19 19 32 31 19
"8579" 10 8 9 11 18 14 5 15
"8580" 3 6 2 2 3 8 4 1
"8581" 3 3 4 2 3 4 4 6
"8582" 5 0 2 3 1 1 2 0
"8583" 18 9 13 10 21 10 21 27
"8584" 3 10 8 14 3 8 12 8
"8585" 14 31 20 36 98 73 68 73
"8586" 4 5 7 11 2 2 2 0
"8587" 7 4 5 7 15 11 6 10
"8588" 38 62 33 75 70 65 51 47
"8589" 9 13 15 12 16 15 10 17
"8590" 14 15 12 18 24 18 11 23
"8591" 5 9 9 6 10 6 18 12
"8592" 6 23 14 22 18 16 17 8
"8593" 0 0 0 0 0 0 0 0
"8594" 0 1 1 2 0 0 0 1
"8595" 5 7 7 7 8 15 10 12
"8596" 7 9 9 5 14 16 8 12
"8597" 100 80 55 139 100 103 145 81
"8598" 11 11 8 6 12 5 10 6
"8599" 27 30 22 34 31 56 24 50
"8600" 79 74 50 113 94 70 103 108
"8601" 25 21 20 29 36 47 42 34
"8602" 9 11 8 6 12 6 7 10
"8603" 5 5 4 9 1 1 3 5
"8604" 13 19 12 29 12 35 15 32
"8605" 9 6 5 9 5 12 15 10
"8606" 4 7 5 10 6 7 4 3
"8607" 0 0 0 0 0 0 0 0
"8608" 16 39 13 13 15 21 21 23
"8609" 6 4 2 5 7 3 4 5
"8610" 7 11 5 6 6 11 8 6
"8611" 26 44 14 13 25 31 16 24
"8612" 8 9 6 3 9 14 4 5
"8613" 33 36 34 58 13 19 22 26
"8614" 9 21 9 17 18 23 23 28
"8615" 27 51 41 55 70 56 55 55
"8616" 14 9 10 12 17 20 16 13
"8617" 0 0 0 0 0 0 0 0
"8618" 4 5 2 2 2 4 3 5
"8619" 0 0 0 0 0 0 0 0
"8620" 18 17 11 23 31 19 16 28
"8621" 44 60 28 49 52 61 32 38
"8622" 15 14 7 17 19 34 25 29
"8623" 1 8 2 3 3 3 2 3
"8624" 0 0 0 0 0 0 0 0
"8625" 12 16 14 22 18 22 15 18
"8626" 14 34 9 23 22 18 18 21
"8627" 5 3 4 7 3 22 4 8
"8628" 11 5 5 17 7 10 5 14
"8629" 13 19 17 12 18 24 7 11
"8630" 1 5 4 1 4 3 2 4
"8631" 6 5 14 8 7 5 6 2
"8632" 0 0 0 0 0 0 0 0
"8633" 0 8 8 6 14 36 12 17
"8634" 17 31 31 22 27 36 30 28
"8635" 5 7 4 6 10 8 8 6
"8636" 6 5 0 4 3 5 2 16
"8637" 6 6 7 10 11 13 11 16
"8638" 24 21 15 16 33 33 39 20
"8639" 0 0 0 0 0 0 0 0
"8640" 3 2 1 2 3 2 0 0
"8641" 72 63 72 95 82 74 87 93
"8642" 41 75 39 43 80 41 83 49
"8643" 4 5 8 14 8 10 10 6
"8644" 0 0 0 0 0 0 0 0
"8645" 21 38 12 22 17 28 13 10
"8646" 10 16 7 9 23 16 11 17
"8647" 25 32 20 33 46 50 66 28
"8648" 17 27 13 22 42 31 24 47
"8649" 5 4 2 9 14 10 5 4
"8650" 3 20 18 8 17 8 18 16
"8651" 13 14 8 15 24 26 8 12
"8652" 5 6 7 12 12 13 5 11
"8653" 2 7 3 3 1 4 6 7
"8654" 9 5 3 8 5 7 16 5
"8655" 9 11 2 14 8 16 11 6
"8656" 0 0 0 0 0 0 0 0
"8657" 0 0 0 0 0 0 0 0
"8658" 30 38 32 17 46 53 24 37
"8659" 23 19 16 11 24 41 14 30
"8660" 16 22 9 23 21 22 20 18
"8661" 1 7 3 9 8 3 8 5
"8662" 12 10 11 17 17 22 13 15
"8663" 6 4 3 9 8 7 6 6
"8664" 10 8 6 12 8 10 8 10
"8665" 10 5 15 10 9 11 9 5
"8666" 0 0 0 0 0 0 0 0
"8667" 24 20 17 20 19 11 21 16
"8668" 3 9 2 5 5 8 2 3
"8669" 26 60 17 32 15 22 33 30
"8670" 1 5 1 6 10 8 8 4
"8671" 3 7 2 3 4 5 5 6
"8672" 0 0 0 0 0 0 0 0
"8673" 6 9 9 9 11 9 8 16
"8674" 0 0 0 0 0 0 0 0
"8675" 5 8 4 5 11 11 9 9
"8676" 22 30 14 21 31 49 40 34
"8677" 2 3 0 2 0 2 1 3
"8678" 11 5 10 12 42 41 39 40
"8679" 0 0 0 0 0 0 0 0
"8680" 0 0 0 0 0 0 0 0
"8681" 0 0 0 0 0 0 0 0
"8682" 2 4 4 7 6 7 4 0
"8683" 137 185 125 183 128 169 97 184
"8684" 0 0 0 0 0 0 0 0
"8685" 20 21 23 19 22 30 28 16
"8686" 12 20 13 15 22 29 20 19
"8687" 12 15 8 8 18 13 9 10
"8688" 7 6 4 6 6 1 2 3
"8689" 5 3 3 8 8 11 8 4
"8690" 7 8 6 10 13 2 12 16
"8691" 4 7 6 5 10 8 6 4
"8692" 0 0 0 0 0 0 0 0
"8693" 30 18 19 15 27 26 40 40
"8694" 0 0 0 0 0 0 0 0
"8695" 5 14 15 13 16 12 19 8
"8696" 12 3 2 5 9 2 2 5
"8697" 0 0 0 0 0 0 0 0
"8698" 39 44 47 38 61 57 44 50
"8699" 0 0 0 0 0 0 0 0
"8700" 14 22 12 11 40 15 21 24
"8701" 7 4 5 14 4 7 10 9
"8702" 4 9 7 11 6 3 14 10
"8703" 0 0 0 0 0 0 0 0
"8704" 17 20 15 15 24 10 16 8
"8705" 5 2 1 3 5 7 4 8
"8706" 5 4 3 7 4 7 5 3
"8707" 0 0 0 0 0 0 0 0
"8708" 52 71 62 57 76 102 61 65
"8709" 12 11 12 8 9 16 12 11
"8710" 0 0 0 0 0 0 0 0
"8711" 0 0 0 0 0 0 0 0
"8712" 25 25 23 25 27 54 19 39
"8713" 0 0 0 0 0 0 0 0
"8714" 7 5 6 8 2 6 8 15
"8715" 5 6 5 5 10 12 12 10
"8716" 7 5 4 5 9 5 10 9
"8717" 10 10 5 7 12 13 15 12
"8718" 0 0 0 0 0 0 0 0
"8719" 67 76 82 134 114 84 81 129
"8720" 18 22 21 12 47 31 16 22
"8721" 6 6 5 12 16 20 17 18
"8722" 17 8 10 18 20 15 17 32
"8723" 1 2 2 1 5 3 2 0
"8724" 5 4 4 12 12 5 9 11
"8725" 12 31 13 25 18 33 13 45
"8726" 10 24 12 13 15 29 19 21
"8727" 0 0 0 0 0 0 0 0
"8728" 48 53 30 48 62 45 41 74
"8729" 3 10 1 3 6 3 3 5
"8730" 2 4 2 4 0 2 1 3
"8731" 10 9 12 19 11 15 13 9
"8732" 1 3 2 5 1 4 1 2
"8733" 2 0 3 3 7 8 1 4
"8734" 27 18 24 46 45 49 32 31
"8735" 55 43 57 37 89 64 45 62
"8736" 0 0 0 0 0 0 0 0
"8737" 17 27 20 38 54 45 32 26
"8738" 0 0 0 0 0 0 0 0
"8739" 25 38 22 25 39 51 61 34
"8740" 47 48 40 42 57 54 41 47
"8741" 3 7 2 6 0 6 6 2
"8742" 7 11 1 14 14 7 9 17
"8743" 0 0 0 0 0 0 0 0
"8744" 6 7 4 1 8 6 8 8
"8745" 30 40 21 38 44 49 25 23
"8746" 3 7 15 11 7 9 6 6
"8747" 13 23 12 11 4 9 6 5
"8748" 0 0 0 0 0 0 0 0
"8749" 0 0 0 0 0 0 0 0
"8750" 6 7 6 11 10 8 3 11
"8751" 14 12 8 11 17 15 6 11
"8752" 0 0 0 0 0 0 0 0
"8753" 5 7 4 5 3 10 3 9
"8754" 1 2 3 0 2 3 3 6
"8755" 1 2 1 8 3 4 2 3
"8756" 7 5 8 8 13 6 12 7
"8757" 0 0 0 0 0 0 0 0
"8758" 1 4 2 6 4 4 3 1
"8759" 0 0 0 0 0 0 0 0
"8760" 4 8 7 7 13 5 11 21
"8761" 25 24 23 34 45 38 31 33
"8762" 40 41 43 60 69 45 62 63
"8763" 1 0 3 0 1 1 2 2
"8764" 15 32 17 14 29 38 22 28
"8765" 0 12 2 12 4 7 16 13
"8766" 1 0 5 2 1 2 0 3
"8767" 10 15 21 17 8 11 8 7
"8768" 5 9 17 4 6 8 7 8
"8769" 0 0 0 0 0 0 0 0
"8770" 0 0 0 0 0 0 0 0
"8771" 35 33 44 48 39 75 48 54
"8772" 9 13 3 7 11 14 15 8
"8773" 5 4 4 5 9 6 2 1
"8774" 6 9 14 14 13 9 10 14
"8775" 15 30 23 26 15 15 20 23
"8776" 9 6 5 7 5 11 7 7
"8777" 0 0 0 0 0 0 0 0
"8778" 0 0 0 0 0 0 0 0
"8779" 0 0 0 0 0 0 0 0
"8780" 0 0 0 0 0 0 0 0
"8781" 0 0 0 0 0 0 0 0
"8782" 0 0 0 0 0 0 0 0
"8783" 44 26 22 35 33 39 29 53
"8784" 6 2 3 5 9 7 0 5
"8785" 3 12 6 12 11 15 31 13
"8786" 4 2 2 4 6 3 4 4
"8787" 3 5 4 7 3 7 7 9
"8788" 4 6 5 4 6 6 4 3
"8789" 4 14 5 14 5 12 11 23
"8790" 0 0 0 0 0 0 0 0
"8791" 7 13 6 10 10 10 6 6
"8792" 6 10 4 9 3 1 5 4
"8793" 0 0 0 0 0 0 0 0
"8794" 10 11 12 29 40 26 17 15
"8795" 7 6 2 6 12 10 13 9
"8796" 0 0 0 0 0 0 0 0
"8797" 12 16 15 19 16 29 15 20
"8798" 2 4 5 6 3 3 1 4
"8799" 0 0 0 0 0 0 0 0
"8800" 0 0 0 0 0 0 0 0
"8801" 4 2 1 0 4 2 3 1
"8802" 21 20 19 16 17 25 16 17
"8803" 24 29 14 18 24 28 20 14
"8804" 4 5 4 10 9 5 6 13
"8805" 1 4 0 0 8 3 2 0
"8806" 29 30 18 19 26 37 20 30
"8807" 7 4 12 10 8 6 2 8
"8808" 3 0 1 1 3 3 2 0
"8809" 1 3 3 2 4 1 2 6
"8810" 7 8 9 6 20 10 6 8
"8811" 12 12 10 19 7 9 7 4
"8812" 0 0 0 0 0 0 0 0
"8813" 42 21 23 36 41 34 27 43
"8814" 3 6 6 3 8 11 7 0
"8815" 18 25 17 28 11 18 18 24
"8816" 23 54 31 77 80 85 49 90
"8817" 37 39 20 28 47 40 17 39
"8818" 39 30 31 23 42 38 51 50
"8819" 14 3 2 6 4 4 2 4
"8820" 1 5 2 4 9 20 11 9
"8821" 47 39 32 72 83 97 57 36
"8822" 19 25 35 43 97 131 112 118
"8823" 0 4 3 3 7 2 2 3
"8824" 0 0 0 0 0 0 0 0
"8825" 22 19 15 27 30 17 39 15
"8826" 1 0 0 2 3 0 1 0
"8827" 0 0 0 0 0 0 0 0
"8828" 0 0 0 0 0 0 0 0
"8829" 0 0 0 0 0 0 0 0
"8830" 71 52 53 77 68 112 114 92
"8831" 0 0 0 0 0 0 0 0
"8832" 14 10 10 14 19 18 26 24
"8833" 14 27 14 14 35 45 47 49
"8834" 19 47 27 33 37 48 33 35
"8835" 2 2 0 2 2 3 2 5
"8836" 0 2 1 1 5 2 1 0
"8837" 10 7 6 18 5 10 15 9
"8838" 9 10 14 13 8 9 7 12
"8839" 28 16 18 32 13 13 22 12
"8840" 2 6 4 4 10 5 4 4
"8841" 46 45 59 43 45 64 48 39
"8842" 0 0 0 0 0 0 0 0
"8843" 13 16 16 9 16 18 27 9
"8844" 6 6 3 6 9 5 6 10
"8845" 0 0 0 0 0 0 0 0
"8846" 1 2 0 2 5 1 3 1
"8847" 9 9 4 18 16 19 6 12
"8848" 0 0 0 0 0 0 0 0
"8849" 8 14 6 5 9 10 10 11
"8850" 13 18 10 10 17 13 20 14
"8851" 0 0 0 0 0 0 0 0
"8852" 0 0 0 0 0 0 0 0
"8853" 2 8 2 6 3 5 4 7
"8854" 4 11 11 21 22 16 14 18
"8855" 29 29 25 30 29 24 23 32
"8856" 7 3 3 6 6 8 9 2
"8857" 0 0 0 0 0 0 0 0
"8858" 6 8 4 7 10 14 11 6
"8859" 4 2 4 7 10 8 3 7
"8860" 10 17 21 18 28 29 28 21
"8861" 19 18 12 11 21 25 28 24
"8862" 4 6 4 4 28 22 28 24
"8863" 5 6 2 4 8 12 3 14
"8864" 12 11 10 16 6 19 14 21
"8865" 3 1 1 4 1 0 0 2
"8866" 12 16 8 8 14 17 23 17
"8867" 56 64 55 67 142 58 83 67
"8868" 35 42 39 35 52 40 45 29
"8869" 40 41 23 63 254 191 192 118
"8870" 46 73 40 48 74 59 70 42
"8871" 38 67 53 33 46 75 94 52
"8872" 27 17 16 19 40 33 27 13
"8873" 12 26 13 16 30 25 21 16
"8874" 17 7 10 10 14 11 23 9
"8875" 3 5 4 3 9 8 9 5
"8876" 9 19 5 13 16 14 13 22
